id,topic,language,created_at,source,status,input_text,contains_code,tags,safety_flag,quality_score
2018,finance,es,2025-05-18T11:53:41,user,curated,Q2018 (es/finance): summarize analyze strategy table index field normalize table explain.,0,"howto,reasoning",0,26.03
2019,literature,de,2025-10-01T11:00:41,user,draft,Q2019 (de/literature): compose benefit benefit dataset query table trend predict Include figure 400 and version 5.6..,0,reasoning,0,40.29
2020,technology,it,2025-07-19T10:12:41,import,rejected,Q2020 (it/technology): embedding cost outline outline impact outline classify visualize.,0,"factual,math,tabular",0,25.0
2021,environment,es,2025-09-21T10:02:41,synthetic,draft,Q2021 (es/environment): policy cost normalize classify evaluate trend summarize evaluate cost regulation evaluate Include figure 371 and version 3.8..,0,"short,summary,tabular",1,55.02
2022,economics,de,2025-07-02T09:11:41,user,curated,Q2022 (de/economics): trend outline format analyze risk outline predict index.,0,explanatory,1,23.08
2023,finance,it,2025-07-16T09:25:41,synthetic,curated,Q2023 (it/finance): normalize compose compare field evaluate table compare visualize explain outline trend prompt predict.,0,"code,narrative,short",0,34.1
2024,economics,de,2025-07-18T12:45:41,user,draft,Q2024 (de/economics): compose analyze normalize classify response policy cost benefit predict dataset design.,0,code,1,34.15
2025,travel,fr,2025-06-05T10:22:41,import,curated,Q2025 (fr/travel): policy response dataset index index embedding risk regulation regulation compare summarize regulation design Include figure 674 and version 1.7..,0,"explanatory,summary,tabular",1,70.53
2026,food,de,2025-09-02T09:47:41,user,draft,Q2026 (de/food): index token cost token field visualize embedding strategy cost predict field.,0,"code,howto,math",0,24.89
2027,science,de,2025-09-21T11:28:41,user,curated,Q2027 (de/science): embedding regulation risk strategy response dataset pipeline normalize design cost visualize Include figure 175 and version 4.4..,0,"math,short,tabular",1,53.09
2028,geography,it,2025-06-02T09:35:41,user,draft,Q2028 (it/geography): summarize evaluate query trend dataset response predict trend pipeline field.,0,"creative,explanatory",0,17.38
2029,entertainment,it,2025-09-14T10:45:41,user,curated,Q2029 (it/entertainment): prompt visualize analyze dataset pipeline response format design embedding.,0,"factual,narrative,summary",0,32.99
2030,history,fr,2025-05-15T08:57:41,user,draft,Q2030 (fr/history): classify trend evaluate pipeline trend outline regulation table classify.,0,"creative,howto,short",1,18.89
2031,literature,es,2025-07-16T11:03:41,user,curated,Q2031 (es/literature): benefit visualize policy normalize design explain compose visualize table outline format cost normalize index.,0,"short,summary",1,45.32
2032,history,en,2025-07-26T12:25:41,import,draft,Q2032 (en/history): pipeline benefit visualize regulation trend outline compose summarize.,0,math,1,31.16
2033,environment,en,2025-08-02T09:19:41,user,curated,Q2033 (en/environment): strategy embedding cost compare pipeline regulation analyze normalize table design analyze.,0,code,1,35.49
2034,history,it,2025-11-03T09:18:41,user,draft,Q2034 (it/history): query predict query impact summarize prompt predict design Include figure 316 and version 2.8..,0,"creative,long",0,41.01
2035,education,en,2025-08-20T09:16:41,synthetic,curated,Q2035 (en/education): analyze trend compare design cost cost summarize compare compare.,0,"creative,long,reasoning",0,18.02
2036,healthcare,de,2025-11-04T09:25:41,user,draft,Q2036 (de/healthcare): compose analyze design design outline evaluate analyze field summarize field response trend evaluate token.,0,reasoning,0,36.42
2037,healthcare,it,2025-08-26T09:38:41,user,draft,Q2037 (it/healthcare): compose format policy benefit impact field benefit cost Include figure 338 and version 1.3..,0,"code,factual,howto",1,43.05
2038,entertainment,en,2025-07-12T09:30:41,synthetic,curated,Q2038 (en/entertainment): prompt analyze prompt analyze response prompt design dataset evaluate design query token impact.,0,"factual,howto",0,33.83
2039,geography,en,2025-07-09T11:01:41,import,draft,Q2039 (en/geography): embedding regulation design benefit evaluate risk cost strategy regulation trend table Include figure 727 and version 1.4..,0,"explanatory,math,reasoning",1,54.79
2040,literature,en,2025-09-22T10:26:41,synthetic,draft,Q2040 (en/literature): evaluate visualize predict pipeline compare regulation trend query cost summarize risk.,0,"math,reasoning",1,24.48
2041,economics,de,2025-07-20T10:17:41,synthetic,draft,Q2041 (de/economics): table explain explain outline benefit impact policy token index visualize query design compare Include figure 721 and version 2.7..,0,creative,1,52.55
2042,history,it,2025-07-23T09:25:41,import,draft,Q2042 (it/history): table pipeline index benefit compose strategy token field.,0,"long,tabular",0,15.93
2043,geography,en,2025-09-26T10:21:41,import,draft,Q2043 (en/geography): table trend pipeline analyze trend embedding risk compose.,0,"explanatory,math,short",1,24.56
2044,economics,en,2025-06-29T12:52:41,import,draft,Q2044 (en/economics): query strategy summarize outline trend regulation trend predict analyze regulation.,0,"creative,factual,long",1,37.27
2045,geography,de,2025-10-02T10:09:41,user,draft,Q2045 (de/geography): risk classify table pipeline regulation policy visualize query predict.,0,reasoning,1,30.95
2046,travel,de,2025-10-05T09:38:41,synthetic,draft,Q2046 (de/travel): token response benefit strategy predict evaluate dataset compare classify regulation cost design benefit analyze.,0,code,1,39.72
2047,food,fr,2025-05-18T10:54:41,import,draft,Q2047 (fr/food): outline compose compose design dataset compose dataset visualize trend impact prompt field pipeline.,0,"math,narrative,tabular",0,45.02
2048,technology,de,2025-08-02T10:12:41,synthetic,draft,Q2048 (de/technology): index dataset response outline design field normalize trend classify table summarize.,0,"factual,reasoning",0,22.95
2049,food,it,2025-09-07T10:35:41,user,draft,Q2049 (it/food): summarize risk outline strategy table regulation classify dataset pipeline response format cost.,0,"explanatory,long,reasoning",1,28.0
2050,finance,en,2025-08-28T10:36:41,user,curated,Q2050 (en/finance): format predict index compare index index format prompt prompt.,0,"explanatory,narrative",0,24.28
2051,technology,es,2025-05-16T11:39:41,user,curated,Q2051 (es/technology): evaluate response field policy benefit predict format policy compare regulation trend index benefit table.,0,reasoning,1,43.22
2052,sports,en,2025-09-13T11:07:41,synthetic,draft,Q2052 (en/sports): compare compare impact evaluate prompt compose summarize trend embedding predict predict index Include figure 250 and version 2.2..,0,"math,tabular",0,50.78
2053,travel,es,2025-06-25T09:21:41,user,rejected,Q2053 (es/travel): token classify token evaluate impact compose evaluate index query token policy prompt visualize.,0,"code,explanatory,factual",1,29.32
2054,technology,fr,2025-05-28T10:33:41,import,draft,Q2054 (fr/technology): normalize explain benefit trend evaluate analyze format benefit index regulation field outline strategy Example: for(i=0;i<n;i++){ compute(); }.,1,tabular,1,80.07
2055,education,es,2025-05-23T10:39:41,user,draft,Q2055 (es/education): compose predict explain trend response compare policy explain.,0,"creative,explanatory",1,16.65
2056,environment,en,2025-09-07T10:05:41,synthetic,draft,Q2056 (en/environment): explain trend strategy policy response query compare visualize prompt field predict visualize predict Include figure 153 and version 1.1..,0,"long,summary",1,53.74
2057,food,en,2025-08-23T10:21:41,user,rejected,Q2057 (en/food): index index token table pipeline format impact token risk risk dataset risk predict.,0,"howto,math",1,19.41
2058,travel,en,2025-08-23T09:51:41,import,draft,Q2058 (en/travel): summarize normalize normalize response prompt design analyze table outline summarize trend.,0,"math,summary",0,25.79
2059,art,fr,2025-05-16T09:35:41,user,curated,Q2059 (fr/art): analyze query prompt design normalize design analyze impact dataset impact compose analyze Include figure 994 and version 5.7..,0,"howto,tabular",0,45.02
2060,literature,en,2025-06-26T09:30:41,user,draft,Q2060 (en/literature): visualize compare outline field evaluate benefit prompt strategy embedding predict compare.,0,"math,short",0,31.57
2061,geography,en,2025-08-07T09:33:41,user,curated,Q2061 (en/geography): classify visualize summarize compose embedding embedding response field table visualize cost classify Include figure 420 and version 5.1..,0,"code,explanatory,reasoning",0,58.11
2062,history,en,2025-10-25T09:53:41,synthetic,draft,Q2062 (en/history): impact response outline prompt token query response index risk explain Include figure 318 and version 1.4..,0,"factual,summary",1,35.48
2063,travel,en,2025-10-19T10:47:41,synthetic,draft,Q2063 (en/travel): classify cost summarize impact response risk policy trend strategy outline Include figure 69 and version 1.6..,0,"short,tabular",1,36.66
2064,technology,de,2025-10-20T10:14:41,import,rejected,Q2064 (de/technology): normalize impact design summarize regulation design trend policy Example: for(i=0;i<n;i++){ compute(); }.,1,"explanatory,factual",1,68.83
2065,finance,de,2025-09-22T09:47:41,user,draft,Q2065 (de/finance): benefit risk trend trend prompt response outline benefit regulation token response Include figure 130 and version 5.7..,0,howto,1,45.79
2066,food,en,2025-09-12T11:00:41,user,draft,Q2066 (en/food): format dataset format policy policy outline strategy compare compose embedding normalize normalize visualize.,0,"reasoning,tabular",1,34.17
2067,history,es,2025-09-17T10:12:41,synthetic,curated,Q2067 (es/history): compare normalize strategy design explain evaluate strategy evaluate design token token index.,0,"howto,short,summary",0,26.68
2068,history,fr,2025-08-18T09:54:41,user,draft,Q2068 (fr/history): predict impact trend explain embedding table outline impact analyze compose predict benefit compose impact.,0,"narrative,short,tabular",0,29.07
2069,literature,en,2025-08-22T09:56:41,import,curated,Q2069 (en/literature): predict prompt evaluate prompt predict compare embedding trend response trend compose evaluate.,0,"explanatory,narrative,short",0,31.13
2070,art,en,2025-06-19T10:55:41,import,rejected,Q2070 (en/art): field compare format dataset token compose response response Include figure 479 and version 4.9..,0,"code,explanatory,howto",0,52.46
2071,environment,fr,2025-10-26T12:24:41,user,draft,Q2071 (fr/environment): outline embedding format strategy visualize design token impact prompt dataset index dataset Include figure 93 and version 4.3..,0,"creative,reasoning,summary",0,42.35
2072,education,en,2025-05-16T10:50:41,user,rejected,Q2072 (en/education): visualize impact cost outline prompt format pipeline explain compose format policy Include figure 92 and version 3.5..,0,"explanatory,long,short",1,48.71
2073,food,en,2025-07-23T09:14:41,user,draft,Q2073 (en/food): strategy classify prompt compare evaluate table index visualize predict predict evaluate field visualize.,0,"reasoning,summary",0,43.13
2074,history,it,2025-08-29T13:20:41,import,draft,Q2074 (it/history): risk policy compare visualize regulation explain classify evaluate format dataset response policy cost strategy.,0,tabular,1,29.4
2075,science,fr,2025-06-23T10:47:41,user,draft,Q2075 (fr/science): embedding visualize outline compare impact trend analyze format normalize Include figure 432 and version 3.3..,0,long,0,48.52
2076,finance,es,2025-08-11T12:30:41,synthetic,draft,Q2076 (es/finance): analyze strategy field classify explain design strategy token predict token trend Include figure 337 and version 1.1..,0,"summary,tabular",0,45.44
2077,food,fr,2025-06-26T10:15:41,user,curated,Q2077 (fr/food): compose classify token field benefit visualize risk classify impact cost Include figure 881 and version 4.5..,0,"explanatory,long",1,44.61
2078,history,it,2025-11-07T10:13:41,import,draft,Q2078 (it/history): explain cost design embedding classify classify format evaluate analyze explain benefit token.,0,"explanatory,reasoning",0,30.22
2079,economics,fr,2025-08-20T09:47:41,user,curated,Q2079 (fr/economics): outline response prompt prompt policy evaluate prompt risk dataset pipeline table compare summarize.,0,"explanatory,howto,math",1,42.14
2080,economics,it,2025-09-03T09:39:41,user,curated,Q2080 (it/economics): normalize explain token pipeline field prompt analyze classify predict.,0,"long,short",0,28.19
2081,food,de,2025-10-12T09:19:41,import,draft,Q2081 (de/food): predict analyze policy token trend evaluate summarize pipeline Include figure 166 and version 2.3..,0,"creative,long,tabular",1,33.1
2082,education,en,2025-10-15T09:14:41,import,draft,Q2082 (en/education): predict regulation summarize field trend query compose regulation field response benefit format evaluate embedding.,0,"howto,summary",1,47.11
2083,technology,de,2025-09-02T09:38:41,user,curated,Q2083 (de/technology): prompt impact index regulation query evaluate predict strategy evaluate trend regulation field.,0,"creative,narrative",1,33.18
2084,technology,de,2025-10-09T10:48:41,user,curated,Q2084 (de/technology): token normalize visualize trend analyze analyze dataset compose embedding trend prompt format analyze format.,0,"creative,howto,reasoning",0,34.28
2085,entertainment,en,2025-06-07T11:34:41,user,curated,Q2085 (en/entertainment): risk outline query evaluate strategy pipeline benefit format summarize normalize response embedding regulation.,0,"code,creative",1,59.16
2086,technology,de,2025-10-13T12:09:41,import,curated,Q2086 (de/technology): field outline compare table visualize pipeline table token normalize compose policy analyze explain Example: for(i=0;i<n;i++){ compute(); } Include figure 335 and version 1.5..,1,"explanatory,summary",1,88.08
2087,healthcare,en,2025-11-10T10:59:41,user,draft,Q2087 (en/healthcare): analyze strategy risk risk index embedding normalize benefit pipeline.,0,"creative,narrative,short",1,35.18
2088,geography,en,2025-09-28T11:17:41,user,draft,Q2088 (en/geography): cost summarize evaluate dataset summarize response explain benefit.,0,"creative,howto,narrative",0,25.95
2089,history,it,2025-06-14T10:06:41,user,draft,Q2089 (it/history): prompt risk evaluate risk trend field normalize classify predict outline visualize explain dataset compose.,0,explanatory,1,32.61
2090,entertainment,en,2025-08-19T10:33:41,synthetic,curated,Q2090 (en/entertainment): visualize index trend strategy classify design impact visualize policy evaluate policy classify.,0,short,1,33.25
2091,entertainment,de,2025-09-04T10:44:41,user,draft,Q2091 (de/entertainment): compare normalize prompt cost design dataset risk pipeline Include figure 658 and version 1.0..,0,"creative,long,short",1,35.47
2092,technology,es,2025-07-18T09:10:41,user,draft,Q2092 (es/technology): index policy impact benefit dataset index design prompt table Example: for(i=0;i<n;i++){ compute(); }.,1,narrative,1,56.35
2093,entertainment,de,2025-06-21T14:03:41,import,draft,Q2093 (de/entertainment): embedding normalize prompt policy trend predict compose field dataset.,0,"factual,tabular",1,22.53
2094,environment,es,2025-11-09T09:50:41,synthetic,curated,Q2094 (es/environment): strategy strategy policy embedding dataset design dataset regulation visualize dataset index prompt table.,0,"math,reasoning",1,41.65
2095,art,de,2025-09-20T13:31:41,user,draft,Q2095 (de/art): benefit pipeline summarize field response format compare visualize.,0,"math,narrative,reasoning",0,27.02
2096,technology,en,2025-05-27T09:14:41,synthetic,curated,Q2096 (en/technology): table risk strategy normalize strategy response predict impact cost classify format.,0,"creative,narrative",1,33.32
2097,geography,it,2025-07-20T12:46:41,user,draft,Q2097 (it/geography): explain embedding table trend summarize explain query token.,0,"howto,narrative",0,27.92
2098,sports,es,2025-11-10T11:28:41,synthetic,curated,Q2098 (es/sports): format visualize field summarize format explain regulation token dataset trend predict benefit.,0,factual,1,41.11
2099,sports,en,2025-06-25T10:41:41,user,draft,Q2099 (en/sports): predict query evaluate format response design summarize impact explain Include figure 725 and version 2.5..,0,"math,tabular",0,44.68
2100,travel,it,2025-08-13T10:02:41,user,draft,Q2100 (it/travel): compose evaluate cost policy field outline cost outline trend benefit cost analyze normalize classify.,0,"math,tabular",1,38.64
2101,education,en,2025-08-09T09:55:41,user,curated,Q2101 (en/education): embedding table token visualize pipeline response embedding compare index design Include figure 75 and version 5.2..,0,"creative,factual,narrative",0,51.62
2102,travel,fr,2025-05-22T10:10:41,user,draft,Q2102 (fr/travel): risk design regulation design benefit compare impact design regulation summarize trend pipeline Include figure 991 and version 4.4..,0,"code,factual,narrative",1,52.35
2103,entertainment,fr,2025-06-14T09:27:41,import,curated,Q2103 (fr/entertainment): design design token format outline response trend cost risk format pipeline prompt embedding analyze.,0,factual,1,41.8
2104,technology,fr,2025-06-16T10:14:41,synthetic,draft,Q2104 (fr/technology): embedding regulation dataset response risk visualize response compare policy benefit analyze.,0,"explanatory,factual",1,34.53
2105,economics,en,2025-09-09T09:30:41,user,draft,Q2105 (en/economics): pipeline normalize benefit compare evaluate format analyze dataset design visualize explain regulation Include figure 606 and version 2.0..,0,long,1,59.76
2106,sports,en,2025-07-17T09:51:41,user,draft,Q2106 (en/sports): prompt impact normalize query summarize format embedding compare field cost.,0,long,0,24.16
2107,finance,en,2025-09-19T10:26:41,user,curated,Q2107 (en/finance): summarize regulation explain classify visualize table table prompt dataset.,0,"creative,math",1,21.91
2108,education,en,2025-08-12T09:51:41,import,draft,Q2108 (en/education): predict evaluate prompt risk regulation explain response impact classify outline.,0,summary,1,31.73
2109,technology,it,2025-08-26T09:50:41,user,draft,Q2109 (it/technology): benefit cost analyze regulation strategy trend explain explain.,0,"factual,reasoning",1,20.4
2110,geography,en,2025-10-25T12:14:41,user,curated,Q2110 (en/geography): compose dataset index explain visualize pipeline risk compose.,0,"creative,explanatory",1,25.33
2111,healthcare,en,2025-10-29T09:42:41,user,curated,Q2111 (en/healthcare): compare summarize field response cost index embedding cost query Include figure 981 and version 5.4..,0,"code,creative",0,45.93
2112,food,it,2025-07-14T10:17:41,user,curated,Q2112 (it/food): format outline risk embedding format index pipeline visualize strategy regulation.,0,short,1,20.98
2113,technology,es,2025-07-08T09:38:41,user,draft,Q2113 (es/technology): query outline dataset design cost summarize impact benefit field.,0,factual,0,30.34
2114,entertainment,en,2025-10-07T09:32:41,user,draft,Q2114 (en/entertainment): design summarize impact outline evaluate index analyze explain table design compare summarize design regulation.,0,"howto,reasoning",1,49.28
2115,entertainment,it,2025-08-08T10:49:41,synthetic,draft,Q2115 (it/entertainment): index embedding response outline token impact trend index query Include figure 486 and version 3.4..,0,"creative,howto,short",0,48.8
2116,education,de,2025-05-21T11:11:41,user,draft,Q2116 (de/education): index prompt outline format pipeline outline index embedding index regulation.,0,"code,long,math",1,30.99
2117,literature,en,2025-10-06T09:12:41,import,draft,Q2117 (en/literature): analyze index visualize query design index predict benefit.,0,"creative,summary,tabular",0,27.72
2118,history,it,2025-09-04T09:26:41,synthetic,draft,Q2118 (it/history): table token embedding explain response embedding embedding index classify embedding explain trend format visualize Include figure 366 and version 1.0..,0,"code,factual",0,68.18
2119,education,it,2025-05-19T09:49:41,user,curated,Q2119 (it/education): design predict outline strategy pipeline summarize policy explain embedding table compose trend index.,0,"factual,math",1,33.54
2120,finance,de,2025-08-16T10:12:41,user,curated,Q2120 (de/finance): regulation compare query benefit field policy compose embedding.,0,"code,math",1,29.27
2121,science,en,2025-06-23T10:27:41,import,curated,Q2121 (en/science): evaluate response design explain explain predict query strategy trend Include figure 842 and version 1.4..,0,"creative,factual",0,42.51
2122,art,fr,2025-06-16T08:58:41,synthetic,draft,Q2122 (fr/art): impact format summarize explain evaluate query index normalize strategy compose.,0,explanatory,0,31.37
2123,travel,en,2025-07-31T09:59:41,user,draft,Q2123 (en/travel): cost query policy evaluate analyze dataset strategy design trend dataset regulation Include figure 269 and version 1.1..,0,"howto,math",1,48.29
2124,economics,en,2025-09-12T10:17:41,import,draft,Q2124 (en/economics): analyze evaluate prompt token strategy classify compose explain outline dataset.,0,"factual,reasoning,short",0,30.68
2125,travel,en,2025-08-03T11:51:41,import,draft,Q2125 (en/travel): explain risk summarize benefit dataset visualize response impact regulation compare strategy table embedding Include figure 591 and version 5.4..,0,"explanatory,short,tabular",1,41.53
2126,technology,en,2025-06-18T11:48:41,import,draft,Q2126 (en/technology): policy embedding index embedding pipeline response classify summarize format compare Include figure 758 and version 3.6..,0,code,1,46.98
2127,art,de,2025-11-09T11:03:41,user,curated,Q2127 (de/art): trend trend strategy query index explain visualize design explain.,0,tabular,0,26.85
2128,entertainment,en,2025-05-27T09:27:41,user,draft,Q2128 (en/entertainment): summarize summarize impact field evaluate summarize analyze field.,0,"creative,narrative",0,30.8
2129,entertainment,de,2025-08-20T10:52:41,user,rejected,Q2129 (de/entertainment): predict response impact prompt dataset prompt predict benefit compose compare impact impact.,0,summary,0,34.81
2130,literature,it,2025-09-17T09:54:41,user,curated,Q2130 (it/literature): format impact risk compose compose classify impact token benefit.,0,explanatory,1,25.78
2131,sports,de,2025-10-16T09:44:41,import,draft,Q2131 (de/sports): table predict table benefit token embedding risk strategy strategy outline evaluate.,0,"math,reasoning,short",1,35.32
2132,science,es,2025-08-01T09:38:41,user,rejected,Q2132 (es/science): cost format regulation strategy format table dataset summarize pipeline response format explain Include figure 877 and version 1.4..,0,"factual,summary",1,42.21
2133,economics,fr,2025-08-04T10:11:41,user,draft,Q2133 (fr/economics): trend response impact predict pipeline embedding index explain impact impact visualize query Include figure 216 and version 1.0..,0,"code,factual",0,53.06
2134,economics,it,2025-10-16T09:47:41,user,curated,Q2134 (it/economics): normalize token regulation evaluate evaluate predict normalize explain strategy field strategy impact evaluate compare Include figure 142 and version 4.9..,0,factual,1,67.3
2135,environment,en,2025-06-02T09:14:41,user,curated,Q2135 (en/environment): normalize trend token analyze impact risk regulation table table field.,0,"code,howto,narrative",1,17.69
2136,science,it,2025-06-25T10:35:41,user,draft,Q2136 (it/science): format impact summarize explain pipeline risk format index classify Include figure 168 and version 3.6..,0,"code,creative,factual",1,53.57
2137,economics,de,2025-08-21T10:10:41,user,draft,Q2137 (de/economics): response design prompt dataset token classify explain prompt Include figure 738 and version 3.0..,0,"explanatory,factual,math",0,43.04
2138,technology,en,2025-07-17T09:53:41,user,curated,Q2138 (en/technology): compare trend embedding cost policy strategy benefit table field embedding outline outline Example: for(i=0;i<n;i++){ compute(); }.,1,"code,long,summary",1,72.14
2139,education,fr,2025-10-01T09:17:41,import,draft,Q2139 (fr/education): policy pipeline benefit dataset summarize strategy benefit benefit normalize cost.,0,"creative,math,reasoning",1,29.5
2140,economics,de,2025-06-08T09:29:41,user,curated,Q2140 (de/economics): strategy visualize benefit outline summarize token table prompt field impact benefit risk.,0,howto,1,30.52
2141,technology,fr,2025-10-09T11:40:41,import,draft,Q2141 (fr/technology): token pipeline prompt strategy table benefit table evaluate dataset query.,0,"howto,long",0,35.16
2142,sports,en,2025-06-24T10:38:41,import,draft,Q2142 (en/sports): explain risk visualize impact outline query pipeline policy analyze risk Include figure 46 and version 2.5..,0,factual,1,43.77
2143,sports,it,2025-08-02T09:46:41,user,rejected,Q2143 (it/sports): embedding index compare normalize outline analyze evaluate regulation Include figure 241 and version 3.5..,0,"creative,explanatory,factual",1,33.83
2144,economics,en,2025-11-05T09:32:41,user,draft,Q2144 (en/economics): classify visualize normalize pipeline evaluate pipeline classify format query index strategy token trend Include figure 165 and version 2.8..,0,code,0,62.49
2145,economics,en,2025-05-25T12:50:41,user,draft,Q2145 (en/economics): regulation risk index analyze strategy impact impact analyze trend.,0,"explanatory,howto,summary",1,21.04
2146,food,de,2025-10-28T09:38:41,import,draft,Q2146 (de/food): dataset format explain strategy risk risk policy cost index regulation field visualize Include figure 824 and version 2.2..,0,"long,tabular",1,44.23
2147,art,fr,2025-06-13T13:12:41,user,curated,Q2147 (fr/art): outline response classify pipeline risk token pipeline compare summarize prompt table prompt policy.,0,"explanatory,long,tabular",1,30.48
2148,art,en,2025-05-23T09:43:41,synthetic,rejected,Q2148 (en/art): visualize dataset outline index visualize visualize impact format index compare normalize format trend policy.,0,"explanatory,tabular",1,49.02
2149,art,en,2025-08-04T09:05:41,import,rejected,Q2149 (en/art): design field query risk evaluate risk trend query design normalize compare format token.,0,"long,math,tabular",1,28.41
2150,healthcare,en,2025-10-06T11:37:41,user,draft,Q2150 (en/healthcare): format risk design embedding normalize normalize benefit evaluate table query trend visualize cost index.,0,"howto,long",1,34.01
2151,healthcare,it,2025-07-05T11:51:41,user,draft,Q2151 (it/healthcare): policy impact field token query regulation trend format explain query evaluate cost normalize.,0,"math,narrative,reasoning",1,39.9
2152,food,de,2025-07-05T13:42:41,import,curated,Q2152 (de/food): evaluate token table format predict table pipeline outline predict visualize evaluate format explain trend.,0,"code,short,summary",0,40.34
2153,education,it,2025-09-29T09:20:41,user,draft,Q2153 (it/education): dataset normalize pipeline summarize regulation compare classify outline pipeline explain embedding classify regulation index.,0,"factual,math,tabular",1,60.36
2154,history,it,2025-09-26T11:18:41,user,draft,Q2154 (it/history): regulation classify benefit outline evaluate field benefit policy.,0,short,1,16.64
2155,healthcare,en,2025-06-22T10:42:41,import,draft,Q2155 (en/healthcare): evaluate prompt embedding summarize regulation dataset design impact index trend Include figure 872 and version 1.9..,0,"narrative,reasoning,tabular",1,54.61
2156,environment,en,2025-06-25T09:19:41,user,curated,Q2156 (en/environment): normalize cost cost classify compare impact format evaluate regulation trend regulation risk cost.,0,"factual,math",1,43.24
2157,economics,en,2025-09-23T09:44:41,user,draft,Q2157 (en/economics): embedding benefit format design evaluate classify dataset benefit.,0,tabular,0,18.43
2158,travel,en,2025-09-04T11:08:41,user,draft,Q2158 (en/travel): classify trend design predict token table trend cost policy.,0,"math,reasoning,short",1,24.1
2159,literature,en,2025-10-17T12:31:41,synthetic,draft,Q2159 (en/literature): compose policy analyze field cost normalize benefit evaluate prompt benefit compose regulation.,0,"factual,short,tabular",1,43.05
2160,technology,en,2025-05-18T11:28:41,user,draft,Q2160 (en/technology): classify dataset prompt evaluate format embedding impact compare regulation.,0,"code,long",1,26.38
2161,economics,de,2025-09-03T09:27:41,import,draft,Q2161 (de/economics): analyze policy impact prompt evaluate embedding format benefit prompt token Include figure 729 and version 2.0..,0,"explanatory,narrative,short",1,35.98
2162,finance,en,2025-05-17T13:28:41,user,draft,Q2162 (en/finance): token response response query cost explain index predict classify format regulation design benefit.,0,"explanatory,narrative",1,31.51
2163,science,de,2025-05-26T09:50:41,synthetic,draft,Q2163 (de/science): explain index predict explain compare prompt compose query embedding outline.,0,factual,0,28.68
2164,food,en,2025-08-15T10:48:41,user,draft,Q2164 (en/food): risk regulation embedding prompt response embedding trend pipeline risk normalize prompt.,0,"explanatory,long,tabular",1,24.22
2165,technology,es,2025-06-20T09:57:41,user,draft,Q2165 (es/technology): format cost field outline field field benefit trend risk explain embedding Example: for(i=0;i<n;i++){ compute(); } Include figure 875 and version 1.5..,1,math,1,77.64
2166,sports,de,2025-06-17T10:47:41,import,draft,Q2166 (de/sports): risk design dataset field evaluate cost compose analyze visualize pipeline index query.,0,"howto,summary,tabular",1,28.71
2167,entertainment,it,2025-06-01T10:16:41,import,draft,Q2167 (it/entertainment): format evaluate explain response pipeline token compare token policy prompt normalize outline.,0,tabular,1,41.66
2168,economics,es,2025-10-22T09:19:41,synthetic,draft,Q2168 (es/economics): benefit explain token normalize policy risk token explain compose design query.,0,explanatory,1,39.19
2169,finance,fr,2025-06-20T09:56:41,synthetic,draft,Q2169 (fr/finance): strategy visualize explain summarize query cost pipeline pipeline strategy pipeline benefit compare embedding impact.,0,"explanatory,factual,math",0,42.19
2170,environment,en,2025-05-18T10:10:41,import,draft,Q2170 (en/environment): design cost dataset normalize visualize evaluate prompt analyze compare cost.,0,factual,0,32.92
2171,literature,fr,2025-07-05T08:54:41,import,draft,Q2171 (fr/literature): response outline pipeline response format predict design evaluate query summarize format table.,0,"reasoning,tabular",0,39.07
2172,environment,es,2025-07-05T09:28:41,synthetic,draft,Q2172 (es/environment): pipeline normalize index compose token dataset classify policy strategy Include figure 820 and version 2.1..,0,"math,narrative,short",1,36.0
2173,travel,en,2025-05-30T09:46:41,user,draft,Q2173 (en/travel): query strategy predict trend compose table compare pipeline query Include figure 376 and version 2.0..,0,creative,0,41.64
2174,economics,de,2025-07-10T09:27:41,user,draft,Q2174 (de/economics): table summarize predict predict predict evaluate dataset response index regulation design.,0,creative,1,41.69
2175,sports,en,2025-06-01T10:38:41,user,curated,Q2175 (en/sports): dataset policy token embedding visualize field response token strategy normalize token prompt Include figure 899 and version 2.1..,0,"howto,math,narrative",1,58.03
2176,education,fr,2025-07-16T09:44:41,user,draft,Q2176 (fr/education): predict summarize dataset normalize field token risk regulation analyze index.,0,"creative,tabular",1,32.14
2177,geography,en,2025-08-04T10:19:41,user,curated,Q2177 (en/geography): strategy regulation evaluate pipeline embedding impact compose benefit risk design compose field benefit policy Include figure 240 and version 1.1..,0,"explanatory,math,tabular",1,52.87
2178,environment,en,2025-10-04T10:43:41,import,draft,Q2178 (en/environment): policy policy predict compose normalize field format policy predict table visualize impact Include figure 925 and version 5.7..,0,"math,reasoning,summary",1,49.52
2179,science,de,2025-07-29T09:04:41,import,draft,Q2179 (de/science): compare visualize policy query normalize index strategy predict query trend normalize Example: for(i=0;i<n;i++){ compute(); }.,1,narrative,1,69.36
2180,history,es,2025-07-05T10:44:41,user,rejected,Q2180 (es/history): trend benefit design benefit normalize prompt outline evaluate summarize.,0,factual,0,29.93
2181,sports,en,2025-07-15T09:50:41,synthetic,draft,Q2181 (en/sports): embedding trend pipeline predict predict compose compare token prompt visualize predict.,0,creative,0,21.79
2182,sports,fr,2025-09-07T11:14:41,synthetic,draft,Q2182 (fr/sports): classify query predict dataset query prompt trend compare Include figure 916 and version 5.6..,0,"factual,narrative,tabular",0,29.49
